image_urls,images,price,title
http://books.toscrape.com//media/cache/91/a4/91a46253e165d144ef5938f2d456b88f.jpg,"[{'url': 'http://books.toscrape.com//media/cache/91/a4/91a46253e165d144ef5938f2d456b88f.jpg', 'path': 'full/cc7fcb5635939b8a9c6ac7e9c2449037617c1475.jpg', 'checksum': '36f7299d10a9eba4f70825885b44e76a'}]",£51.33,Libertarianism for Beginners
http://books.toscrape.com//media/cache/97/27/97275841c81e66d53bf9313cba06f23e.jpg,"[{'url': 'http://books.toscrape.com//media/cache/97/27/97275841c81e66d53bf9313cba06f23e.jpg', 'path': 'full/da0eaeeaf3c323c25380f953acfe8374933eb9c7.jpg', 'checksum': 'a0be04fa0b599f7fdbf4b08e1671287c'}]",£52.29,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1)
http://books.toscrape.com//media/cache/e8/1f/e81f850db9b9622c65619c9f15748de7.jpg,"[{'url': 'http://books.toscrape.com//media/cache/e8/1f/e81f850db9b9622c65619c9f15748de7.jpg', 'path': 'full/b7e6273863adda8446114c1fdc4481bb9d286a39.jpg', 'checksum': '5b8cc97a236652f5812d477f63e43b62'}]",£37.59,Mesaerion: The Best Science Fiction Stories 1800-1849
http://books.toscrape.com//media/cache/ad/96/ad96e9c9f1664cbcb0e9627b007fb6f9.jpg,"[{'url': 'http://books.toscrape.com//media/cache/ad/96/ad96e9c9f1664cbcb0e9627b007fb6f9.jpg', 'path': 'full/6e3d77cc54096f52ea00eb15896fa3fc6b9d53d3.jpg', 'checksum': 'db9c798bb80aa4113b2c1c29508056b9'}]",£57.25,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991"
http://books.toscrape.com//media/cache/4d/7a/4d7a79a8be80a529b277ed5c4d8ba482.jpg,"[{'url': 'http://books.toscrape.com//media/cache/4d/7a/4d7a79a8be80a529b277ed5c4d8ba482.jpg', 'path': 'full/17f41d438069f41fd866a47339170812453b45a6.jpg', 'checksum': '6764521cdae360de611d12a16884bfdd'}]",£20.66,Shakespeare's Sonnets
http://books.toscrape.com//media/cache/b8/e9/b8e91bd2fc74c3954118999238abb4b8.jpg,"[{'url': 'http://books.toscrape.com//media/cache/b8/e9/b8e91bd2fc74c3954118999238abb4b8.jpg', 'path': 'full/70fd343be9338f5f0258c54a51792ad4d5b9a6af.jpg', 'checksum': '0041ea11f6a1134c27dce562adf0c829'}]",£17.46,Set Me Free
http://books.toscrape.com//media/cache/81/7f/817f5089c0e6e62738dce2931e7323d3.jpg,"[{'url': 'http://books.toscrape.com//media/cache/81/7f/817f5089c0e6e62738dce2931e7323d3.jpg', 'path': 'full/173c46a228ca2ffce9c497b604cf904528baf4f9.jpg', 'checksum': 'dfa5c1d7aea418f7c8b077ee7d9ec4ef'}]",£35.02,Rip it Up and Start Again
http://books.toscrape.com//media/cache/6d/41/6d418a73cc7d4ecfd75ca11d854041db.jpg,"[{'url': 'http://books.toscrape.com//media/cache/6d/41/6d418a73cc7d4ecfd75ca11d854041db.jpg', 'path': 'full/3e3a8087c81b31cf922641176c857f4f9ac267b1.jpg', 'checksum': 'faf329fc50fc63c1e974c4b4dc077556'}]",£45.17,It's Only the Himalayas
http://books.toscrape.com//media/cache/a0/7e/a07ed8f1c23f7b4baf7102722680bd30.jpg,"[{'url': 'http://books.toscrape.com//media/cache/a0/7e/a07ed8f1c23f7b4baf7102722680bd30.jpg', 'path': 'full/51e9f3ff30d802d456dea1ddb0c9e8470bd6ec36.jpg', 'checksum': '4d86de2d021b0c0f8066a738e2cdf2d8'}]",£13.99,"Starving Hearts (Triangular Trade Trilogy, #1)"
http://books.toscrape.com//media/cache/d1/7a/d17a3e313e52e1be5651719e4fba1d16.jpg,"[{'url': 'http://books.toscrape.com//media/cache/d1/7a/d17a3e313e52e1be5651719e4fba1d16.jpg', 'path': 'full/2573bd221778f59b67a519e661fda0195203e3be.jpg', 'checksum': 'ae1114ee0ab88ae22a4232f5a31db7ae'}]",£52.15,The Black Maria
http://books.toscrape.com//media/cache/65/bf/65bfa3acc93b0e558a1c3de1b1164742.jpg,"[{'url': 'http://books.toscrape.com//media/cache/65/bf/65bfa3acc93b0e558a1c3de1b1164742.jpg', 'path': 'full/c5f7ff3985ec389b29aaf6dd63035ffc97628ddf.jpg', 'checksum': '035d09b5db5f965d3c5f435b63f91aeb'}]",£18.02,Maude (1883-1993):She Grew Up with the country
http://books.toscrape.com//media/cache/b1/4b/b14be641ab97a330891455a769d52fd3.jpg,"[{'url': 'http://books.toscrape.com//media/cache/b1/4b/b14be641ab97a330891455a769d52fd3.jpg', 'path': 'full/b3f45ce5b8a69c4b2e5fad65fcd96a0a08e519ea.jpg', 'checksum': '8b129c824076a7efac9b0d0bc4ff9a26'}]",£33.29,Penny Maybe
http://books.toscrape.com//media/cache/d7/39/d73914232130fdf90d66f02fd9798f2b.jpg,"[{'url': 'http://books.toscrape.com//media/cache/d7/39/d73914232130fdf90d66f02fd9798f2b.jpg', 'path': 'full/888bf5acc6437e54eef4ecddaaecc9af5f8386ce.jpg', 'checksum': '4194c1a9d7579cbf6f5af63ab24e9c9d'}]",£15.94,Sophie's World
http://books.toscrape.com//media/cache/d0/87/d0876dcd1a6530a4cb54903aad7a3e28.jpg,"[{'url': 'http://books.toscrape.com//media/cache/d0/87/d0876dcd1a6530a4cb54903aad7a3e28.jpg', 'path': 'full/36bd337103443423065f23abaa0aa36edf1a6bce.jpg', 'checksum': '24e525091021343feda0322ab02d2f11'}]",£36.89,The Bear and the Piano
http://books.toscrape.com//media/cache/a5/85/a58571db229f2e8f75ea38861eca7f39.jpg,"[{'url': 'http://books.toscrape.com//media/cache/a5/85/a58571db229f2e8f75ea38861eca7f39.jpg', 'path': 'full/da7a40efe54af32ad818339158d1a8f9b76572ba.jpg', 'checksum': 'b81655d3a172cca2dbf40baddc01869e'}]",£52.22,Behind Closed Doors
http://books.toscrape.com//media/cache/95/84/95840dfd67c020067c99d70451147e20.jpg,"[{'url': 'http://books.toscrape.com//media/cache/95/84/95840dfd67c020067c99d70451147e20.jpg', 'path': 'full/9dc08af63ede6c5b0b341eb5b8bde7c01a456b63.jpg', 'checksum': 'ea91ced29bb05e69b9c0f0693b85e2da'}]",£19.63,"In a Dark, Dark Wood"
http://books.toscrape.com//media/cache/b7/44/b7440aa88046b0bf8cba50d59295518e.jpg,"[{'url': 'http://books.toscrape.com//media/cache/b7/44/b7440aa88046b0bf8cba50d59295518e.jpg', 'path': 'full/a8c140a9e198a138ec0a8e111e1dfca42fe38aed.jpg', 'checksum': '5947c0822b7c6d25507c1b2fab8d7033'}]",£33.63,You can't bury them all: Poems
http://books.toscrape.com//media/cache/4b/80/4b80a3d9148e224ed4d6cd4d33f43728.jpg,"[{'url': 'http://books.toscrape.com//media/cache/4b/80/4b80a3d9148e224ed4d6cd4d33f43728.jpg', 'path': 'full/725e63563041d2096c7d47f3ee2341b3124e1116.jpg', 'checksum': '7bb70a08703f1389666c2a01d5a9860c'}]",£23.82,The Elephant Tree
http://books.toscrape.com//media/cache/7c/10/7c10101fe1759c5a17ba57e4bef9e764.jpg,"[{'url': 'http://books.toscrape.com//media/cache/7c/10/7c10101fe1759c5a17ba57e4bef9e764.jpg', 'path': 'full/6cad6ba0d102cf53858737df9526be73b8a3a106.jpg', 'checksum': '904303c992f27bb2324c3fe243f95bc3'}]",£31.05,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate
http://books.toscrape.com//media/cache/2b/1b/2b1bfecae9d512cb6ee943ccf786216f.jpg,"[{'url': 'http://books.toscrape.com//media/cache/2b/1b/2b1bfecae9d512cb6ee943ccf786216f.jpg', 'path': 'full/c4e05f9e5200a99704e45633301f28d6dbb398ed.jpg', 'checksum': '62c48c1c3d271c6973fc4298817060c7'}]",£17.66,The Four Agreements: A Practical Guide to Personal Freedom
http://books.toscrape.com//media/cache/df/34/df346322ddfdd3b4da0e34cad17f49dc.jpg,"[{'url': 'http://books.toscrape.com//media/cache/df/34/df346322ddfdd3b4da0e34cad17f49dc.jpg', 'path': 'full/530bb7696ec60764ffbd422cfdc67e24037f527e.jpg', 'checksum': 'f0ed4907bfbe860151ff79de5af7978e'}]",£44.18,Wall and Piece
http://books.toscrape.com//media/cache/7b/d9/7bd93db091d736d0c6ff9d578e3ba3d7.jpg,"[{'url': 'http://books.toscrape.com//media/cache/7b/d9/7bd93db091d736d0c6ff9d578e3ba3d7.jpg', 'path': 'full/08f698dba355824e093b0a772367546fc90e0782.jpg', 'checksum': '05b1e678f44e85478d7ff542e01689a3'}]",£40.30,Worlds Elsewhere: Journeys Around Shakespeare’s Globe
http://books.toscrape.com//media/cache/a8/3c/a83c460fab82f35a37c0846729485547.jpg,"[{'url': 'http://books.toscrape.com//media/cache/a8/3c/a83c460fab82f35a37c0846729485547.jpg', 'path': 'full/9cf6bf523bbbbb85f5ae97b4e3d4b2b492796695.jpg', 'checksum': 'dfe515a2fadcd4429867b615889c3ca0'}]",£53.13,Aladdin and His Wonderful Lamp
http://books.toscrape.com//media/cache/af/2f/af2fe2419ea136f2cd567aa92082c3ae.jpg,"[{'url': 'http://books.toscrape.com//media/cache/af/2f/af2fe2419ea136f2cd567aa92082c3ae.jpg', 'path': 'full/eb4a59ce11f82f5b45b262d397a78c38cacd0278.jpg', 'checksum': '5152bae2da0549c04eea666889af27e0'}]",£54.64,Birdsong: A Story in Pictures
http://books.toscrape.com//media/cache/a3/2a/a32ab3b8c024c6c2b274a86b185e7585.jpg,"[{'url': 'http://books.toscrape.com//media/cache/a3/2a/a32ab3b8c024c6c2b274a86b185e7585.jpg', 'path': 'full/7720a47a0423794f247a2195c98bc32986bbbc29.jpg', 'checksum': 'f3f831884e1c9aacb087e834fae11cdd'}]",£22.50,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana
http://books.toscrape.com//media/cache/a4/0a/a40af95beab828af1a4757ad1ee17da3.jpg,"[{'url': 'http://books.toscrape.com//media/cache/a4/0a/a40af95beab828af1a4757ad1ee17da3.jpg', 'path': 'full/d77fef5797339b7350a237e3ae4f7c47a10250fd.jpg', 'checksum': '1a7bcea3ebe33f77dccceff1242d2002'}]",£34.53,Black Dust
http://books.toscrape.com//media/cache/9f/58/9f58d3ff6d58589eaf325b1a33c303a0.jpg,"[{'url': 'http://books.toscrape.com//media/cache/9f/58/9f58d3ff6d58589eaf325b1a33c303a0.jpg', 'path': 'full/e6d65fc5273fd6fee6caf015f261f3f375cacbac.jpg', 'checksum': 'df5226eb2a79c5a67fb76c7f5f11ff2a'}]",£30.52,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More"
http://books.toscrape.com//media/cache/1d/40/1d4087ff0a63f09fae9cd8433d21c2c4.jpg,"[{'url': 'http://books.toscrape.com//media/cache/1d/40/1d4087ff0a63f09fae9cd8433d21c2c4.jpg', 'path': 'full/8cd5c7a18dc8c6d6de7c532f3c0280b676446307.jpg', 'checksum': '0943501d3e3480a9045d93754dec5ef2'}]",£37.32,How Music Works
http://books.toscrape.com//media/cache/6c/84/6c84fcf7a53b02b6e763de7272934842.jpg,"[{'url': 'http://books.toscrape.com//media/cache/6c/84/6c84fcf7a53b02b6e763de7272934842.jpg', 'path': 'full/0100ae84cd25e229faa7a1ee9570a58e4b3a4fbe.jpg', 'checksum': '6d02b4d24b01791a0af69ac85b5cdae1'}]",£25.27,Chase Me (Paris Nights #2)
http://books.toscrape.com//media/cache/27/92/2792ef951651ff1eae40a410cac41e0f.jpg,"[{'url': 'http://books.toscrape.com//media/cache/27/92/2792ef951651ff1eae40a410cac41e0f.jpg', 'path': 'full/44c1c968cd3783dea5ae1a0040c46275bbac4be7.jpg', 'checksum': '61768ccb633ebfc40ee0c23d7d85e92e'}]",£12.84,In Her Wake
http://books.toscrape.com//media/cache/c7/26/c7260547c468dbe78af92cf3927c2a1c.jpg,"[{'url': 'http://books.toscrape.com//media/cache/c7/26/c7260547c468dbe78af92cf3927c2a1c.jpg', 'path': 'full/335fbd713d721bdce90ecf656b613c267c6dc0b9.jpg', 'checksum': 'c9c9627e73ca0b1348b384cc526659a5'}]",£19.09,The Torch Is Passed: A Harding Family Story
http://books.toscrape.com//media/cache/8c/54/8c54a50576c204b80165a13545f73028.jpg,"[{'url': 'http://books.toscrape.com//media/cache/8c/54/8c54a50576c204b80165a13545f73028.jpg', 'path': 'full/f0026be25b4d21038e8a90bb190afbb3964e2c6e.jpg', 'checksum': '9c986543fd9cf66dc5be1f5202c337ad'}]",£17.27,Thirst
http://books.toscrape.com//media/cache/7b/fd/7bfde4a3d6793f13e9a2d8851a398847.jpg,"[{'url': 'http://books.toscrape.com//media/cache/7b/fd/7bfde4a3d6793f13e9a2d8851a398847.jpg', 'path': 'full/d6daefb6e31a474bd0f4750ceb3beeab3fd9a3b2.jpg', 'checksum': '360857b471c780730e18929c59fb945b'}]",£56.13,The Secret of Dreadwillow Carse
http://books.toscrape.com//media/cache/fd/af/fdaf3c3104c559941c01e840fecd2659.jpg,"[{'url': 'http://books.toscrape.com//media/cache/fd/af/fdaf3c3104c559941c01e840fecd2659.jpg', 'path': 'full/897dae729b48145058ed1563ebd1173e16125309.jpg', 'checksum': '07e274d0d60b7bcea74b61520c4466af'}]",£56.41,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!"
http://books.toscrape.com//media/cache/da/b8/dab87c14168f3ce18530447ec6437361.jpg,"[{'url': 'http://books.toscrape.com//media/cache/da/b8/dab87c14168f3ce18530447ec6437361.jpg', 'path': 'full/97a8333f324f251e221d30d8114b8cdc72669c18.jpg', 'checksum': '00916fefc1563e679d4b9b4f3dddf4fb'}]",£45.22,The Natural History of Us (The Fine Art of Pretending #2)
http://books.toscrape.com//media/cache/9d/f2/9df248dcefeaba9eeb519a59b248f72c.jpg,"[{'url': 'http://books.toscrape.com//media/cache/9d/f2/9df248dcefeaba9eeb519a59b248f72c.jpg', 'path': 'full/7d3aa1dc84316f94045973547b79f9a108dd2802.jpg', 'checksum': '7c06c70faa6c3aaad34cf058c7b12b94'}]",£56.50,The Past Never Ends
http://books.toscrape.com//media/cache/ee/43/ee4364a59d66bafb1b3264419ab3ed9e.jpg,"[{'url': 'http://books.toscrape.com//media/cache/ee/43/ee4364a59d66bafb1b3264419ab3ed9e.jpg', 'path': 'full/1186842bbe800103b559f1f151164c931fe8d127.jpg', 'checksum': 'b0885fcf5a119adacccb324ee99cf5e0'}]",£19.49,This One Summer
http://books.toscrape.com//media/cache/f4/21/f4210912ca58ef35f8ad120fe3dfed38.jpg,"[{'url': 'http://books.toscrape.com//media/cache/f4/21/f4210912ca58ef35f8ad120fe3dfed38.jpg', 'path': 'full/99ed5e4436827ab0458da0d3a79e0a29995f85c2.jpg', 'checksum': '7648f3fc2e9d24c6e9673d649494a8e5'}]",£31.12,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity
http://books.toscrape.com//media/cache/8b/ab/8bab133ec9f8248a8d5f5ea5c09d0f56.jpg,"[{'url': 'http://books.toscrape.com//media/cache/8b/ab/8bab133ec9f8248a8d5f5ea5c09d0f56.jpg', 'path': 'full/495ef2e89fca27a759aa39a2e3ca820b864aa10e.jpg', 'checksum': '5725ce1b0197d0bcf1fc1c1c7585618f'}]",£16.28,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2)
http://books.toscrape.com//media/cache/27/a1/27a1ebe79d6e6759ec68ea9f427a4f71.jpg,"[{'url': 'http://books.toscrape.com//media/cache/27/a1/27a1ebe79d6e6759ec68ea9f427a4f71.jpg', 'path': 'full/5a0af82af933133311f2ee4da1eb3ce6f33866b0.jpg', 'checksum': '5d3f53f15c59abc0c33dfa8277963055'}]",£25.52,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink"
http://books.toscrape.com//media/cache/9b/09/9b0935dc936c92900c2dc5d2114da72f.jpg,"[{'url': 'http://books.toscrape.com//media/cache/9b/09/9b0935dc936c92900c2dc5d2114da72f.jpg', 'path': 'full/ac985634a681ec1d8d5828a8236b3169193180b9.jpg', 'checksum': '9bdad900606f878da6e7ec15c2c23c38'}]",£18.78,Unicorn Tracks
http://books.toscrape.com//media/cache/88/a4/88a4b5f7236b8a36ba972be5ebe4f252.jpg,"[{'url': 'http://books.toscrape.com//media/cache/88/a4/88a4b5f7236b8a36ba972be5ebe4f252.jpg', 'path': 'full/947a90004c95c0802d0b1202efa8bc34bad4ebc5.jpg', 'checksum': '9572278859c5a1416358a816b469530e'}]",£44.18,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness"
http://books.toscrape.com//media/cache/65/6e/656e79dfd4f8b6bf19ffde2c75ceda81.jpg,"[{'url': 'http://books.toscrape.com//media/cache/65/6e/656e79dfd4f8b6bf19ffde2c75ceda81.jpg', 'path': 'full/df1ff3eda881251e4c467f9611a6f142a11ee17a.jpg', 'checksum': 'e678415c790dc3a756bd156bedf052ea'}]",£14.27,Untitled Collection: Sabbath Poems 2014
http://books.toscrape.com//media/cache/87/a2/87a2fddd7f6b240c0351e1eb950b6716.jpg,"[{'url': 'http://books.toscrape.com//media/cache/87/a2/87a2fddd7f6b240c0351e1eb950b6716.jpg', 'path': 'full/61feb89738675008aa85a2ea50cab72de06e11f5.jpg', 'checksum': '6b58eb8d4299e1a7addbc9853d7a2fab'}]",£50.27,"We Love You, Charlie Freeman"
http://books.toscrape.com//media/cache/73/cb/73cb1236d96f455d712516fffeae2304.jpg,"[{'url': 'http://books.toscrape.com//media/cache/73/cb/73cb1236d96f455d712516fffeae2304.jpg', 'path': 'full/a531d5554ce73699775e417d91826ece2efb9645.jpg', 'checksum': '9cd17e49b6664a961820f19cbb4d295c'}]",£37.13,The Gutsy Girl: Escapades for Your Life of Epic Adventure
http://books.toscrape.com//media/cache/3f/f6/3ff6fe5d0c5ca7ab2ed8b5971e299caa.jpg,"[{'url': 'http://books.toscrape.com//media/cache/3f/f6/3ff6fe5d0c5ca7ab2ed8b5971e299caa.jpg', 'path': 'full/09a4c31a6a1da8e41c1bf4bbbac6bc35145dc03d.jpg', 'checksum': '450b9190c92c132480e5f02a2c8db97b'}]",£58.11,The Death of Humanity: and the Case for Life
http://books.toscrape.com//media/cache/b1/0f/b10faf0dee8994865437ffc79682dc2f.jpg,"[{'url': 'http://books.toscrape.com//media/cache/b1/0f/b10faf0dee8994865437ffc79682dc2f.jpg', 'path': 'full/2f05cde157b2c6a98408904376a402565c9a2924.jpg', 'checksum': '0423e77ada67fba594f0a6e0fdaef15f'}]",£56.06,The Electric Pencil: Drawings from Inside State Hospital No. 3
http://books.toscrape.com//media/cache/d5/d0/d5d015a9cf899301cce5d1a629bdd974.jpg,"[{'url': 'http://books.toscrape.com//media/cache/d5/d0/d5d015a9cf899301cce5d1a629bdd974.jpg', 'path': 'full/ea048c4397c62eedf8b3e1833980f87e3ba7ced0.jpg', 'checksum': '39f19f242d39ebc9ed310f2f54aa11bd'}]",£50.40,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)"
http://books.toscrape.com//media/cache/2c/d2/2cd2b814b8a8cd3a49895cbd13a8b1f4.jpg,"[{'url': 'http://books.toscrape.com//media/cache/2c/d2/2cd2b814b8a8cd3a49895cbd13a8b1f4.jpg', 'path': 'full/a0543ace2e1426007d22f1040f6f35aabc3d7921.jpg', 'checksum': '5d0e6466cefcbe8e3a6580d6ede9e5bb'}]",£19.83,Reskilling America: Learning to Labor in the Twenty-First Century
http://books.toscrape.com//media/cache/79/2b/792bdeb2cf7d8efaef0e401e5a27b4da.jpg,"[{'url': 'http://books.toscrape.com//media/cache/79/2b/792bdeb2cf7d8efaef0e401e5a27b4da.jpg', 'path': 'full/95bd6bb85100fd1c9583df61baa102b656d04ae5.jpg', 'checksum': 'eebda7c750dc7fd6a06f827fd8eb98eb'}]",£39.25,Security
http://books.toscrape.com//media/cache/17/19/1719475c51206a410a90fe5f3708df4c.jpg,"[{'url': 'http://books.toscrape.com//media/cache/17/19/1719475c51206a410a90fe5f3708df4c.jpg', 'path': 'full/a29e31e66436a10706aade400895045642e193d2.jpg', 'checksum': '29def810e30dd964959e3078156564bb'}]",£41.83,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up
http://books.toscrape.com//media/cache/60/3c/603c8f3dd299efe67616a53e5bfb1d03.jpg,"[{'url': 'http://books.toscrape.com//media/cache/60/3c/603c8f3dd299efe67616a53e5bfb1d03.jpg', 'path': 'full/dbf0426f42385e73295f96897dfb80a8c45324d8.jpg', 'checksum': 'af9c930a07a21a1999f777f555601b6f'}]",£51.04,"Saga, Volume 5 (Saga (Collected Editions) #5)"
http://books.toscrape.com//media/cache/4a/99/4a996ae54711cea37e370428b54f8b19.jpg,"[{'url': 'http://books.toscrape.com//media/cache/4a/99/4a996ae54711cea37e370428b54f8b19.jpg', 'path': 'full/21c14c1b3ac4849b450268c2b6e0407e91bbfd78.jpg', 'checksum': '52ea77362413b09fdccd2a43106eccb5'}]",£25.02,"Saga, Volume 6 (Saga (Collected Editions) #6)"
http://books.toscrape.com//media/cache/cc/5e/cc5e82c2205da748c6c19fbc1876586b.jpg,"[{'url': 'http://books.toscrape.com//media/cache/cc/5e/cc5e82c2205da748c6c19fbc1876586b.jpg', 'path': 'full/6533785844ccd7c21118836a9831e45e8a4aa4d0.jpg', 'checksum': 'c363b56a7db161fe9579e00cad020113'}]",£39.58,Soul Reader
http://books.toscrape.com//media/cache/2e/65/2e654066306042f4c462ba4d048650d9.jpg,"[{'url': 'http://books.toscrape.com//media/cache/2e/65/2e654066306042f4c462ba4d048650d9.jpg', 'path': 'full/ca37826854cd37b1ea5eff8a0fd687deb6dba346.jpg', 'checksum': '2fabca9496ce707c0a7e1335a9565c91'}]",£19.73,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind
http://books.toscrape.com//media/cache/9c/c6/9cc673854af8fd155953384b3cac334e.jpg,"[{'url': 'http://books.toscrape.com//media/cache/9c/c6/9cc673854af8fd155953384b3cac334e.jpg', 'path': 'full/01238d9574c4d49f3782f1857ab522fbd4333ea5.jpg', 'checksum': 'a0bc159782885f171680900682e9c660'}]",£49.05,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life"
http://books.toscrape.com//media/cache/da/0c/da0ca35421a5120b2109028e44a53f56.jpg,"[{'url': 'http://books.toscrape.com//media/cache/da/0c/da0ca35421a5120b2109028e44a53f56.jpg', 'path': 'full/36343000fad325879bb23cc4416019e42b3007aa.jpg', 'checksum': '2f95f9d9024a13559baf5481b4798b8f'}]",£32.24,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution
http://books.toscrape.com//media/cache/f5/3b/f53bc7b18914c97de7c23967293be119.jpg,"[{'url': 'http://books.toscrape.com//media/cache/f5/3b/f53bc7b18914c97de7c23967293be119.jpg', 'path': 'full/9e2836a3200b58bd9c5301096fdc289b9383e6ef.jpg', 'checksum': '2e27371bdb1a858ded367ef7a7e2f9b7'}]",£40.76,The Art Forger
http://books.toscrape.com//media/cache/11/08/1108a8d9ebccd9cd474012121c32a7f5.jpg,"[{'url': 'http://books.toscrape.com//media/cache/11/08/1108a8d9ebccd9cd474012121c32a7f5.jpg', 'path': 'full/b5a30296a0b992287d959e11fbd2b68056c7b0fd.jpg', 'checksum': 'bd64cf77aee60be714c331bec3f30c3a'}]",£22.00,In the Country We Love: My Family Divided
